owner/repo,ageRepoDays,stargazersCount,watchersCount,language,forksCount,openIssuesCount,subscribersCount,has_wiki,acceptanceRepo,followers,followers_D,followers_boolean,following,ageUser,totalPullDeveloper,requester_experience,mergedPullUser,closedPullUser,rejectUser,acceptanceDeveloper,rate_acceptance_developer,first_Pull,watchRepo,location,idPull,numberPull,login,state,title,createdDate,mesAno,closedDate,mergedDate,lifetimeMinutes,life_time,closedBy,mergedBy,status,commitHeadSha,commitBaseSha,assignee,comments,comments_D,commitsPull,commitsPull_D,commitsbyFilesPull,authorMoreCommits,participants,additionsLines,deletionsLines,totalLines,total_lines_D,changedFiles,changedFiles_D,dirFinal,files,typeDeveloper,requesterFollowsCoreTeam,coreTeamFollowsRequester,requester_experience_project
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,25,153,more than 10,has followers,22,1958,29,very experienced,1,28,96,3,25%,False,true,,724284,664,mikesherov,closed,too many undefs.,2012-01-23T17:20:55Z,12012,28/01/2012 22:04,,7483,Medium,dmethvin,,closed,8167be461986c7062fba7902d803049d36f5be2a,499658970b2c9add7a7d175dffc8e263c3b7b50d,,0,no comments,1,1 commit,1,dmethvin,mikesherov|rwaldron|dmethvin,0,1,1,1 line,1,1 file,build,build/jshint-check.js,core,true,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,25,52,more than 10,has followers,0,1500,10,Regular,0,10,100,0,First_Pull,True,true,New Hampshire,741104,665,gibson042,closed,#11219: Prevent jQuery.param infinite loops,2012-01-26T16:23:21Z,12012,26/01/2012 17:35,,72,Very Fast,timmywil,,closed,21b51e73568b5d7414489d606f18c3c0a54dc8b9,499658970b2c9add7a7d175dffc8e263c3b7b50d,,0,no comments,1,1 commit,4,dmethvin,gibson042|timmywil|rwaldron,41,33,74,many lines,3,some files,src|src|src,src/ajax.js|src/core.js|src/offset.js,core,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,25,6964,more than 10,has followers,42,2195,4,little experience,0,4,100,0,First_Pull,True,false,?,747372,666,sindresorhus,closed,Make ( append | prepend | before | after ) accept array of jQuery objects as an argument,2012-01-27T18:32:08Z,12012,16/06/2012 02:34,,202142,Very Slow,dmethvin,,closed,9e129ea8b3bd5d3ac8d20dd4a53e3b71a3fa716c,376e0d9fa8ff4e9ca0b77a6f0d0b268ac7faa87e,,2,has comments,4,some commits,1,dmethvin,sindresorhus|dmethvin|rkatic|leeoniya|brianfreud|rwaldron,28,4,32,many lines,2,some files,src|src,src/core.js|src/manipulation.js,external,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,25,106,more than 10,has followers,0,1610,14,experienced,0,14,100,0,First_Pull,True,true,,752248,667,markelog,closed,Fixes #8744,2012-01-29T22:38:50Z,12012,10/02/2012 02:41,,16082,Very Slow,dmethvin,,closed,a720cfd44f3858c7812110b83908ad3ab2f776dd,3f88249b44d30b079f0f7b4b0b85b936d86cd300,,0,no comments,1,1 commit,0,,markelog|rwaldron|dmethvin|jaubourg|mikesherov,3,3,6,some lines,2,some files,src/ajax|test/unit,src/ajax/jsonp.js|test/unit/ajax.js,core,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,25,52,more than 10,has followers,0,1500,11,experienced,0,11,100,0,First_Pull,True,true,New Hampshire,757019,668,gibson042,closed,no ticket: smarter build to avoid redefining common subcomponent-local variables,2012-01-30T21:34:49Z,12012,05/04/2012 01:28,,93893,Very Slow,dmethvin,,closed,8903c6f8dba528428eb3b0f30c6d34f9ac4bf9df,3f88249b44d30b079f0f7b4b0b85b936d86cd300,,14,has comments,2,some commits,10,stereobooster,gibson042|mkbu95|dmethvin|timmywil|rwaldron|mikesherov,51,42,93,many lines,8,many files,root|src|src|src|src|src|src|src,Makefile|src/ajax.js|src/attributes.js|src/callbacks.js|src/core.js|src/deferred.js|src/traversing.js|src/support.js,core,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,25,1379,more than 10,has followers,48,2634,134,very experienced,46,88,65,34,26% to 50%,False,true,Brooklyn  NY,757263,669,rwaldron,closed,Correct path to source files. Fixes #11257,2012-01-30T22:15:10Z,12012,31/01/2012 03:45,,330,Very Fast,dmethvin,,closed,d9afc4ee9ad308ac2c1557db33e91abee5045275,3f88249b44d30b079f0f7b4b0b85b936d86cd300,,0,no comments,2,some commits,0,,rwaldron|dmethvin,2,3,5,some lines,1,1 file,test/data,test/data/include_js.php,external,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,25,153,more than 10,has followers,22,1958,30,very experienced,1,29,96,3,25%,False,true,,776238,671,mikesherov,closed,fixes #10901  officially makes PHP a dependency for unit tests,2012-02-02T23:55:51Z,22012,03/02/2012 15:09,,913,Very Fast,timmywil,,closed,93fa749d65a52763744bca3e385f5f37d64e0a5d,974e4afbe2b69cdb7e90bf0e7058b6330003f21f,,0,no comments,1,1 commit,3,sindresorhus,mikesherov|dmethvin|timmywil|rwaldron|rkatic,28,70,98,many lines,7,many files,test/data|test/data|test/data|test/unit|test/unit|test/unit|test/unit,test/data/include_js.php|test/data/testinit.js|test/data/testrunner.js|test/unit/ajax.js|test/unit/attributes.js|test/unit/core.js|test/unit/manipulation.js,core,true,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,25,598,more than 10,has followers,0,2259,2,little experience,2,0,0,100,more than 75%,False,true,York  PA,787203,672,scottgonzalez,closed,Easing: Only use the state to calculate the value. Fixes #11284,2012-02-06T15:39:18Z,22012,10/02/2012 02:40,,4980,Medium,dmethvin,,closed,e3ff08b2366f207b27a89220fd3f99c4d2966c77,974e4afbe2b69cdb7e90bf0e7058b6330003f21f,,0,no comments,1,1 commit,0,stereobooster,scottgonzalez|dmethvin,4,4,8,some lines,1,1 file,src,src/effects.js,external,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,25,6,4 to 6 followers,has followers,2,1869,0,no experience,0,0,0,0,First_Pull,True,true,The Netherlands,788634,673,adebree,closed,XMLDoc cloning always done using .cloneNode()  fixes #11291,2012-02-06T19:45:22Z,22012,10/02/2012 01:56,,4690,Medium,dmethvin,,closed,3633f5288e86d63ccfb0dd60ae5bad59caf039c8,974e4afbe2b69cdb7e90bf0e7058b6330003f21f,,3,has comments,4,some commits,2,dmethvin,adebree|dmethvin|rwaldron|timmywil,16,3,19,some lines,2,some files,src|test/unit,src/manipulation.js|test/unit/manipulation.js,core,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,25,283,more than 10,has followers,21,2316,0,no experience,0,0,0,0,First_Pull,True,false,London,801087,674,keithamus,closed,addClass/removeClass can now be passed arrays  or N arguments,2012-02-08T20:05:52Z,22012,08/02/2012 20:18,,12,Very Fast,dmethvin,,closed,e12b7971f68fbac91c1854687c4002c079f6b789,974e4afbe2b69cdb7e90bf0e7058b6330003f21f,,0,no comments,1,1 commit,2,stereobooster,keithamus|dmethvin|sindresorhus,132,4,136,many lines,2,some files,src|test/unit,src/attributes.js|test/unit/attributes.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,25,6964,more than 10,has followers,42,2195,5,little experience,0,5,100,0,First_Pull,True,false,?,805297,675,sindresorhus,closed,WebKit looses checked state of radio input after clone if name attribute is placed after checked attribute.,2012-02-09T14:49:44Z,22012,03/03/2012 03:24,,32494,Very Slow,dmethvin,,closed,200cd2a4248ff7dfe4a32b9d247d2807b11f3b0f,974e4afbe2b69cdb7e90bf0e7058b6330003f21f,,2,has comments,1,1 commit,3,sindresorhus,sindresorhus|rkatic|markelog|dmethvin|rwaldron,12,1,13,some lines,2,some files,src|test/unit,src/support.js|test/unit/manipulation.js,external,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,25,6964,more than 10,has followers,42,2195,6,Regular,0,6,100,0,First_Pull,True,false,?,805925,676,sindresorhus,closed,Coerce hexadecimal in data attributes to decimal,2012-02-09T16:25:09Z,22012,10/02/2012 01:31,,545,Very Fast,dmethvin,,closed,9d68550c660b0472039b7144da8075b2f561eb5b,974e4afbe2b69cdb7e90bf0e7058b6330003f21f,,2,has comments,2,some commits,2,stereobooster,sindresorhus|rwaldron|dmethvin|gibson042,6,2,8,some lines,2,some files,src|test/unit,src/data.js|test/unit/data.js,external,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,2750,more than 10,has followers,122,2423,12,experienced,1,11,91,8,25%,False,true,Belgium,811917,678,mathiasbynens,closed,Fix for #11316,2012-02-10T16:15:10Z,22012,03/03/2012 03:23,,30968,Very Slow,dmethvin,,closed,98cdae9fb5c08ffeb78df4db6ec6cf9acc75a8c0,8618487c536f7128222e3d0fefca933cc3e94298,,0,no comments,1,1 commit,3,keithamus,mathiasbynens|rwaldron|j-hernandez|dmethvin|sindresorhus,2,2,4,some lines,1,1 file,src,src/attributes.js,external,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,1379,more than 10,has followers,48,2634,135,very experienced,46,89,65,34,26% to 50%,False,true,Brooklyn  NY,813667,679,rwaldron,closed,Fix whitespace mismatch introduced in bf7a4df22a,2012-02-10T21:17:47Z,22012,14/02/2012 02:44,14/02/2012 02:44,4646,Medium,dmethvin,dmethvin,merged,8db3fb13a536f69b8eb6c39962fac5af534376cc,8618487c536f7128222e3d0fefca933cc3e94298,,0,no comments,1,1 commit,9,adebree,rwaldron|dmethvin,6,6,12,some lines,2,some files,src|test/unit,src/manipulation.js|test/unit/manipulation.js,external,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,1379,more than 10,has followers,48,2634,136,very experienced,47,89,65,34,26% to 50%,False,true,Brooklyn  NY,813807,681,rwaldron,closed,Always use rscriptType in jQuery.clean() Includes test. Fixes #11323,2012-02-10T21:42:30Z,22012,03/03/2012 03:22,,30639,Very Slow,dmethvin,,closed,841ac9d25cda33c42fd1fefd93d3bd03d53849cb,8618487c536f7128222e3d0fefca933cc3e94298,,0,no comments,1,1 commit,10,adebree,rwaldron|dmethvin,11,11,22,many lines,2,some files,src|test/unit,src/manipulation.js|test/unit/manipulation.js,external,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,35,more than 10,has followers,2,1645,1,little experience,0,1,100,0,First_Pull,True,false,Carlsbad  CA,816265,682,caleb531,closed,Rewrote the eq() method using a much faster implementation,2012-02-11T22:41:54Z,22012,11/02/2012 22:55,,13,Very Fast,scottgonzalez,,closed,0eb86705229f947fee0fefeaa4f93a5a87c95a2a,8618487c536f7128222e3d0fefca933cc3e94298,,0,no comments,1,1 commit,3,sindresorhus,caleb531|scottgonzalez|danheberden|rwaldron|sindresorhus,3,3,6,some lines,1,1 file,src,src/core.js,external,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,7,7 to 10 followers,has followers,9,2811,0,no experience,0,0,0,0,First_Pull,True,true,Belarus,820429,683,vlazar,closed,Fix #11337. Properly calculate $.support.reliableMarginRight.,2012-02-13T15:01:08Z,22012,24/02/2012 04:40,,15219,Very Slow,dmethvin,,closed,3ef1759aa261a3bb9421ecc1e858c1d385cd04e9,8618487c536f7128222e3d0fefca933cc3e94298,,0,no comments,2,some commits,1,sindresorhus,vlazar|rwaldron|timmywil|dmethvin,62,21,83,many lines,2,some files,test/unit|src,test/unit/support.js|src/support.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,52,more than 10,has followers,0,1500,13,experienced,0,13,100,0,First_Pull,True,true,New Hampshire,824251,684,gibson042,closed,#11317: jQuery.ifNumeric,2012-02-14T01:47:53Z,22012,14/02/2012 15:23,,815,Very Fast,timmywil,,closed,a199072bc7f8c2061190ac747c0dacdadf535c39,8618487c536f7128222e3d0fefca933cc3e94298,,4,has comments,1,1 commit,5,sindresorhus,gibson042|dmethvin|rwaldron|timmywil,67,55,122,many lines,5,many files,src|src|src|src|test/unit,src/core.js|src/css.js|src/data.js|src/dimensions.js|test/unit/core.js,core,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,5,4 to 6 followers,has followers,0,1763,0,no experience,0,0,0,0,First_Pull,True,true,,827890,685,brunoais,closed,Added the use of classList when it is available,2012-02-14T17:45:32Z,22012,14/02/2012 17:53,,7,Very Fast,dmethvin,,closed,3f6c098e43abc82c26de78d0a2f124edb2d39935,6c2b64dfa5e1d6f90c74f0f1719e9f11f52de7a4,,0,no comments,1,1 commit,3,mathiasbynens,brunoais|dmethvin,13,2,15,some lines,1,1 file,src,src/attributes.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,52,more than 10,has followers,0,1500,14,experienced,0,14,100,0,First_Pull,True,true,New Hampshire,828817,686,gibson042,closed,#11317: jQuery.number,2012-02-14T20:10:42Z,22012,14/02/2012 21:38,,88,Very Fast,timmywil,,closed,352171a1d424431d535bdbef08bbe91478e58b1d,6c2b64dfa5e1d6f90c74f0f1719e9f11f52de7a4,,0,no comments,3,some commits,5,sindresorhus,gibson042|timmywil|jaubourg|rwaldron,62,51,113,many lines,5,many files,src|src|src|src|test/unit,src/css.js|src/core.js|src/data.js|src/dimensions.js|test/unit/core.js,core,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,106,more than 10,has followers,0,1610,15,experienced,0,15,100,0,First_Pull,True,true,,830337,687,markelog,closed,Fixes #8545,2012-02-15T00:52:19Z,22012,05/04/2012 01:41,,72109,Very Slow,dmethvin,,closed,79dc7dfcfb0be1d020b4f2365b6db4a36e965ef8,6c2b64dfa5e1d6f90c74f0f1719e9f11f52de7a4,,7,has comments,2,some commits,7,dmethvin,markelog|rwaldron|jaubourg|dmethvin,29,20,49,many lines,3,some files,src|src|src,src/data.js|src/event.js|src/manipulation.js,core,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,153,more than 10,has followers,22,1958,31,very experienced,1,30,96,3,25%,False,true,,836093,688,mikesherov,closed,fixes #10901  PHP required for unit tests  but still allow the tests to run,2012-02-15T23:17:23Z,22012,17/02/2012 04:20,,1743,Fast,dmethvin,,closed,aa27ce1cb30970a7421c34ad1b23442a2c13e116,6c2b64dfa5e1d6f90c74f0f1719e9f11f52de7a4,,0,no comments,1,1 commit,0,,mikesherov|dmethvin,18,13,31,many lines,4,some files,test/data|test/data|test/unit|test/unit,test/data/include_js.php|test/data/testinit.js|test/unit/ajax.js|test/unit/core.js,core,true,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,1379,more than 10,has followers,48,2634,137,very experienced,47,90,65,34,26% to 50%,False,true,Brooklyn  NY,840747,689,rwaldron,closed,Avoid hoarding elements in DocumentFragments. Fixes #11356,2012-02-16T18:33:57Z,22012,03/03/2012 03:21,,22187,Very Slow,dmethvin,,closed,5774664dc9962734cee30d9820d8d197141b056a,6c2b64dfa5e1d6f90c74f0f1719e9f11f52de7a4,,7,has comments,3,some commits,5,dmethvin,rwaldron|dmethvin|gibson042,14,1,15,some lines,1,1 file,src,src/manipulation.js,external,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,52,more than 10,has followers,0,1500,15,experienced,0,15,100,0,First_Pull,True,true,New Hampshire,847394,690,gibson042,closed,Fix #11359: preserve contents for cloned scripts,2012-02-17T19:22:34Z,22012,24/02/2012 04:27,,9184,Medium,dmethvin,,closed,ab922c6cb3ba0268167f6dd872cb942b4f25fd81,7226cf2800315e90b671db63f2b5f51150ad7e8e,,0,no comments,1,1 commit,6,rwaldron,gibson042|rwaldron|dmethvin,13,0,13,some lines,2,some files,src|test/unit,src/manipulation.js|test/unit/manipulation.js,core,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,2,1 to 3 followers,has followers,0,1699,0,no experience,0,0,0,0,First_Pull,True,true,,859344,691,janis-grigaluns,closed,Fix #11367: Custom events on form fail if it has an input with the same name,2012-02-21T10:28:22Z,22012,21/02/2012 14:22,,233,Very Fast,dmethvin,,closed,31f4eb94c8bd6fc2acce341ce9b9d4aca0ddb233,7226cf2800315e90b671db63f2b5f51150ad7e8e,,1,has comments,1,1 commit,1,,janis-grigaluns|rwaldron|dmethvin,4,1,5,some lines,1,1 file,src,src/event.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,52,more than 10,has followers,0,1500,16,very experienced,0,16,100,0,First_Pull,True,true,New Hampshire,865160,692,gibson042,closed,Fix #11370: .siblings() shouldn´t throw exception on a detached element,2012-02-22T05:21:30Z,22012,24/02/2012 03:42,,2781,Fast,dmethvin,,closed,c5c60bccd20ebde64e680372ef52e10f46241e20,7226cf2800315e90b671db63f2b5f51150ad7e8e,,0,no comments,1,1 commit,0,,gibson042|dmethvin,3,2,5,some lines,2,some files,src|test/unit,src/traversing.js|test/unit/traversing.js,core,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,153,more than 10,has followers,22,1958,32,very experienced,1,31,96,3,25%,False,true,,876628,693,mikesherov,closed,fixes #10693  generalizes the  test something in an iframe  code,2012-02-23T20:53:26Z,22012,24/02/2012 03:59,,425,Very Fast,dmethvin,,closed,658c9eb31ab8d04fae20150cbf8e19cfc8493d2d,7226cf2800315e90b671db63f2b5f51150ad7e8e,,4,has comments,1,1 commit,1,,mikesherov|dmethvin|jdalton|rwaldron,44,84,128,many lines,3,some files,test/data|test/unit|test/unit,test/data/testinit.js|test/unit/offset.js|test/unit/selector.js,core,true,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,153,more than 10,has followers,22,1958,33,very experienced,1,32,96,3,25%,False,true,,885659,694,mikesherov,closed,fixes #3838  $(document).height() incorrect in IE6,2012-02-25T17:55:03Z,22012,03/03/2012 03:20,,9265,Medium,dmethvin,,closed,d9eccc05cc0937186307d948080f6b27cf7e86cd,a52391aa1dcf3f28306e274e1b2d7f0affc4e725,,0,no comments,1,1 commit,2,mikesherov,mikesherov|rwaldron|dmethvin|sindresorhus|scottgonzalez|deepsweet,51,1,52,many lines,4,some files,src|test/data/dimensions|test/data/dimensions|test/unit,src/dimensions.js|test/data/dimensions/documentLarge.html|test/data/dimensions/documentSmall.html|test/unit/dimensions.js,core,true,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,153,more than 10,has followers,22,1958,34,very experienced,1,33,97,2,25%,False,true,,885898,695,mikesherov,closed,fixes #10828  ATTR( COORDS ) RETURNS UNDEFINED IN IE7,2012-02-25T20:06:10Z,22012,03/03/2012 03:18,,9132,Medium,dmethvin,,closed,83c36525a575c2deb2d7f9d2c3419c121946ecd1,a52391aa1dcf3f28306e274e1b2d7f0affc4e725,,0,no comments,1,1 commit,0,,mikesherov|timmywil|dmethvin,15,1,16,some lines,2,some files,src|test/unit,src/attributes.js|test/unit/attributes.js,core,true,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,49,more than 10,has followers,45,1954,0,no experience,0,0,0,0,First_Pull,True,false,Ottawa  CA,897368,697,avoidwork,closed,Fixes #11409: jQuery.ajax() Object traversal flaws,2012-02-28T15:11:33Z,22012,28/02/2012 17:25,,133,Very Fast,dmethvin,,closed,d7c33446ada5b391aed67ca3504e3d2a0504e3ce,a52391aa1dcf3f28306e274e1b2d7f0affc4e725,,0,no comments,1,1 commit,1,,avoidwork|dmethvin,26,12,38,many lines,1,1 file,src,src/ajax.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,153,more than 10,has followers,22,1958,35,very experienced,1,34,97,2,25%,False,true,,922247,698,mikesherov,closed,fixes #7986 fix broken box model,2012-03-03T00:32:39Z,32012,03/03/2012 03:25,,173,Very Fast,dmethvin,,closed,5d563eacf573b9f02d428ff35d68894afa7c569d,56426261f0ee97d6d2f903d08b137a6f5f2c0916,,0,no comments,1,1 commit,1,dmethvin,mikesherov|dmethvin,2,7,9,some lines,1,1 file,src,src/support.js,core,true,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,0,no followers,no followers,0,1931,0,no experience,0,0,0,0,First_Pull,True,true,,925478,699,amonat,closed,Remove obsolete test code. Fixes #11435,2012-03-04T18:02:43Z,32012,05/04/2012 01:43,,45100,Very Slow,dmethvin,,closed,312d909ab4570764966b429218fc7388efc95b5a,8013163a36be2e954344ad689e95a5773d61f1e9,,0,no comments,1,1 commit,0,,amonat|rwaldron|mikesherov|dmethvin,0,6,6,some lines,1,1 file,test/unit,test/unit/data.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,43,more than 10,has followers,6,2575,7,Regular,0,7,100,0,First_Pull,True,false,,931705,700,rkatic,closed,#11439 - Remove the usage of the undefined jQuery.support.parentNode.,2012-03-05T22:02:19Z,32012,05/04/2012 01:59,,43437,Very Slow,dmethvin,,closed,ae23d45b4d2bf3c17cefc9295cb828985d394468,d3320462df1253196e61b2daadc3cdfe1b4c3771,,0,no comments,1,1 commit,2,dmethvin,rkatic|rwaldron|mikesherov|dmethvin,2,11,13,some lines,1,1 file,src,src/manipulation.js,core,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,0,no followers,no followers,0,1529,0,no experience,0,0,0,0,First_Pull,True,true,,936113,702,Oskariok,closed,tiny optimization,2012-03-06T15:26:36Z,32012,05/04/2012 02:18,,42412,Very Slow,dmethvin,,closed,db87d82a446892f8b29a6ca60c3fd8d80057493b,e529d91ccd00a75fcfa45a6aebaf8ecf0a9bac4b,,0,no comments,1,1 commit,0,,Oskariok|rwaldron|staabm|dmethvin,1,1,2,some lines,1,1 file,src,src/css.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,13,more than 10,has followers,6,2459,0,no experience,0,0,0,0,First_Pull,True,false,Brazil,938458,703,jbruni,closed,Updating year to 2012.,2012-03-06T20:57:28Z,32012,05/04/2012 02:31,,42093,Very Slow,dmethvin,,closed,f65d314497d1db67a44136550226e8b69683bda2,619f0d908a4227d4fd49971d7f9a5290eaffd72d,,0,no comments,1,1 commit,1,,jbruni|dmethvin,1,1,2,some lines,1,1 file,root,MIT-LICENSE.txt,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,52,more than 10,has followers,0,1500,17,very experienced,0,17,100,0,First_Pull,True,true,New Hampshire,940669,704,gibson042,closed,Fix #11325: improve domManip/buildFragment/clean,2012-03-07T03:48:23Z,32012,05/04/2012 03:09,,41720,Very Slow,dmethvin,,closed,0e353de37d451f4591ac783738db41aae350348e,92a92be10f2c6eecc93e0def9001a2ef2852fde1,,37,has comments,8,many commits,7,dmethvin,gibson042|rwaldron|dmethvin|rkatic|jaubourg|mikesherov,107,141,248,many lines,2,some files,src|src,src/manipulation.js|src/core.js,core,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,133,more than 10,has followers,20,2460,0,no experience,0,0,0,0,First_Pull,True,true,Lausanne  Switzerland,964671,706,stephband,closed,Update src/event.js - proposed fix for bug http://bugs.jquery.com/ticket/11464,2012-03-12T00:35:37Z,32012,05/04/2012 03:13,,34717,Very Slow,dmethvin,,closed,03f7c08a8483bfc44893a38eafb329e47428fe74,f40c862d1ea6f818dc1600165fa271f3c398eef3,,0,no comments,1,1 commit,2,dmethvin,stephband|jaubourg|rwaldron|dmethvin,1,1,2,some lines,1,1 file,src,src/event.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,24,6964,more than 10,has followers,42,2195,7,Regular,0,7,100,0,First_Pull,True,false,?,974203,707,sindresorhus,closed,Remove moot second argument from slice.call(),2012-03-13T13:44:27Z,32012,05/04/2012 03:25,,32500,Very Slow,dmethvin,,closed,dadf5211ab343cf01cf0a188391853c47190d0bb,f40c862d1ea6f818dc1600165fa271f3c398eef3,,0,no comments,1,1 commit,7,dmethvin,sindresorhus|rwaldron|rkatic|dmethvin,5,5,10,some lines,3,some files,src|src|src,src/core.js|src/deferred.js|src/event.js,external,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,23,2,1 to 3 followers,has followers,0,1548,0,no experience,0,0,0,0,First_Pull,True,true,,997642,709,spartan-developer,closed,Changed hover() (and it´s unit test) to optionally accept an object with ´over´ and ´out´ properties,2012-03-16T16:32:27Z,32012,16/03/2012 16:47,,14,Very Fast,dmethvin,,closed,30766319482407373fee76898df2f4af0d1c3f23,f40c862d1ea6f818dc1600165fa271f3c398eef3,,0,no comments,1,1 commit,2,dmethvin,spartan-developer|scottgonzalez|dmethvin,5,2,7,some lines,2,some files,src|test/unit,src/event.js|test/unit/event.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,23,243,more than 10,has followers,3,2572,20,very experienced,8,12,60,40,26% to 50%,False,true,Lyon,1023923,710,louisremi,closed,fix 11469: exclude margins from the properties that can´t be negative.,2012-03-21T19:11:07Z,32012,21/03/2012 19:35,,24,Very Fast,dmethvin,,closed,defdc431c15e2f19c3fd9ed5c208d35e8ae92ff8,f40c862d1ea6f818dc1600165fa271f3c398eef3,,0,no comments,1,1 commit,0,,louisremi|dmethvin,6,3,9,some lines,1,1 file,src,src/effects.js,external,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,23,6964,more than 10,has followers,42,2195,8,Regular,0,8,100,0,First_Pull,True,false,?,1027563,711,sindresorhus,closed,Add testcase to #11469 and make it more succinct,2012-03-22T10:01:02Z,32012,05/04/2012 03:43,,19782,Very Slow,dmethvin,,closed,290ca80145b882ec455e434de0bad908343b59e2,c68f4fe548fee5c8bb7cdc7ca2a2315d0433b6f8,,7,has comments,2,some commits,3,dmethvin,sindresorhus|louisremi|rwaldron|dmethvin|jaubourg|mikesherov,12,2,14,some lines,2,some files,src|test/unit,src/effects.js|test/unit/effects.js,external,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,23,1379,more than 10,has followers,48,2634,139,very experienced,47,92,66,33,26% to 50%,False,true,Brooklyn  NY,1029764,712,rwaldron,closed,Allow triggered  simulated change events. Fixes #11500,2012-03-22T15:50:33Z,32012,11/04/2012 01:56,,27965,Very Slow,dmethvin,,closed,94212fb0dcbf7cd77d92eb6bdb745502eda0fa92,c68f4fe548fee5c8bb7cdc7ca2a2315d0433b6f8,,0,no comments,2,some commits,0,,rwaldron|dmethvin,12,2,14,some lines,2,some files,src|test/unit,src/event.js|test/unit/event.js,external,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,23,1379,more than 10,has followers,48,2634,140,very experienced,47,93,66,33,26% to 50%,False,true,Brooklyn  NY,1037209,713,rwaldron,closed,Ensure innerHTML of src/dest clone nodes is correctly set. Fixes #10324,2012-03-23T15:55:34Z,32012,11/04/2012 01:43,,26508,Very Slow,dmethvin,,closed,2795a8390c1986200bf4e00158dbf3ad2da8d898,c68f4fe548fee5c8bb7cdc7ca2a2315d0433b6f8,,0,no comments,2,some commits,3,braddunbar,rwaldron|dmethvin,18,1,19,some lines,3,some files,src|test|test/unit,src/manipulation.js|test/index.html|test/unit/manipulation.js,external,false,false,many contributions
