owner/repo,ageRepoDays,stargazersCount,watchersCount,language,forksCount,openIssuesCount,subscribersCount,has_wiki,acceptanceRepo,followers,followers_D,followers_boolean,following,ageUser,totalPullDeveloper,requester_experience,mergedPullUser,closedPullUser,rejectUser,acceptanceDeveloper,rate_acceptance_developer,first_Pull,watchRepo,location,idPull,numberPull,login,state,title,createdDate,mesAno,closedDate,mergedDate,lifetimeMinutes,life_time,closedBy,mergedBy,status,commitHeadSha,commitBaseSha,assignee,comments,comments_D,commitsPull,commitsPull_D,commitsbyFilesPull,authorMoreCommits,participants,additionsLines,deletionsLines,totalLines,total_lines_D,changedFiles,changedFiles_D,dirFinal,files,typeDeveloper,requesterFollowsCoreTeam,coreTeamFollowsRequester,requester_experience_project
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,8,210,more than 10,has followers,117,2374,0,no experience,0,0,0,0,First_Pull,True,false,San Francisco  CA,5540,13,jfirebaugh,closed,#7017 - Accessing the ´type´ property on VML elements fails on IE.,2010-09-16T19:06:18Z,92010,12/04/2011 20:49,,299623,Very Slow,jeresig,,closed,7eb74ea9286d17ccd6684550efbafec57b06d8bf,a64dc0405064d68c7b7cd0f0fc8ea60086cbcd21,,0,no comments,1,1 commit,4,jeresig,jfirebaugh|jeresig|csnover|niyazpk|escobera|robertvogel,4,2,6,some lines,1,1 file,src,src/event.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,26,5,4 to 6 followers,has followers,0,1895,0,no experience,0,0,0,0,First_Pull,True,true,,16584,55,rjgotten,closed,#6180 - jQuery.clean should not touch script tags that are not of type text/javascript,2010-10-17T15:47:18Z,102010,12/04/2011 20:40,12/04/2011 20:40,255233,Very Slow,jeresig,jeresig,merged,df7dfc2404807dce2f97c21782eb3a14ced86d6b,a64dc0405064d68c7b7cd0f0fc8ea60086cbcd21,,1,has comments,1,1 commit,0,jeresig,rjgotten|jitter|jeresig,18,16,34,many lines,1,1 file,src,src/manipulation.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,27,0,no followers,no followers,0,1893,0,no experience,0,0,0,0,First_Pull,True,true,,17265,60,jclain,closed,#7049 - Making jQuery.noConflict() callable anytime,2010-10-19T05:57:05Z,102010,12/04/2011 20:26,12/04/2011 20:26,252929,Very Slow,jeresig,jeresig,merged,596f9a1f21be8b753cb95694da96189edf501ec8,1ac7b459a4defb8238309ae47afb3637719cf8be,,0,no comments,2,some commits,0,,jclain|csnover|jeresig,0,0,0,1 line,0,1 file,root,,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,32,1572,more than 10,has followers,43,2490,0,no experience,0,0,0,0,First_Pull,True,true,Austin  TX,20976,77,rmurphey,closed,#7323 - Allow removing multiple data keys at once with $.fn.removeData,2010-10-27T19:58:26Z,102010,19/09/2011 20:55,,470996,Very Slow,timmywil,,closed,066a4f96e3604998b1cfc20f9d153f622e13cbd8,f035c4455fa52f6e2962e40c280ca8b8cecdce1f,,0,no comments,1,1 commit,6,dmethvin,rmurphey|pomeh|csnover|dmethvin|jeresig|timmywil|rkatic,14,3,17,some lines,2,some files,src|test/unit,src/data.js|test/unit/data.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,39,41,more than 10,has followers,69,2551,0,no experience,0,0,0,0,First_Pull,True,true,Buffalo Grove  IL,35886,114,leeoniya,closed,#5479 - Allow passing multiple attributes to removeAttr,2010-11-30T21:26:24Z,112010,07/09/2011 21:13,,404686,Very Slow,dmethvin,,closed,8412049da27b5b3739ecfb1d9b09b5fd949994a6,f035c4455fa52f6e2962e40c280ca8b8cecdce1f,,0,no comments,6,many commits,1,timmywil,leeoniya|dmethvin|rwaldron,19,10,29,many lines,2,some files,src|root,src/attributes.js|README.md,core,true,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,38,333,more than 10,has followers,139,2709,1,little experience,0,1,100,0,First_Pull,True,false,Toronto  Canada,43555,133,gf3,closed,#7783 - Fixing $.proxy to work like (and use) Function.prototype.bind,2010-12-16T21:20:31Z,122010,10/04/2011 20:51,10/04/2011 20:51,165631,Very Slow,jeresig,jeresig,merged,574ae3b1be555dbd5242532739cd8e0a34e0569c,328a86f9a0d3f0907cc950f7543e34cb3efbda3f,,0,no comments,7,many commits,3,jeresig,gf3|cowboy|wycats|jeresig,83,39,122,many lines,4,some files,src|test/unit|root|root,src/core.js|test/unit/core.js|MIT-LICENSE.txt|Makefile,core,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,36,1379,more than 10,has followers,48,2634,27,very experienced,9,18,66,33,26% to 50%,False,true,Brooklyn  NY,49102,159,rwaldron,closed,Ticket #7883  .delegate and .live support accepting false as the fn arg  like bind,2011-01-01T19:22:36Z,12011,06/04/2011 02:00,06/04/2011 02:00,135817,Very Slow,dmethvin,dmethvin,merged,612a908514b6ad6ec35754b0193887b01ce2c9f2,eed3803c98bf5c074e40aad12f2e91435bf81154,,0,no comments,1,1 commit,15,csnover,rwaldron|dmethvin,45,1,46,many lines,2,some files,src|test/unit,src/event.js|test/unit/event.js,external,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,36,1379,more than 10,has followers,48,2634,28,very experienced,10,18,64,35,26% to 50%,False,true,Brooklyn  NY,49145,160,rwaldron,closed,Ticket #4321  jQuery( # ) returns empty jQuery object,2011-01-01T22:51:26Z,12011,06/04/2011 02:09,06/04/2011 02:09,135617,Very Slow,dmethvin,dmethvin,merged,5f52e61d74678786e2f40d4edbeb2396661bb9bc,eed3803c98bf5c074e40aad12f2e91435bf81154,,0,no comments,2,some commits,37,jaubourg,rwaldron|dmethvin,3,2,5,some lines,2,some files,src|test/unit,src/core.js|test/unit/core.js,external,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,35,38,more than 10,has followers,25,2441,0,no experience,0,0,0,0,First_Pull,True,true,San Francisco,52643,171,xavi-,closed,Bug 7931: scrollTop and scrollLeft setters return null when called on an empty jquery object,2011-01-10T00:14:57Z,12011,12/04/2011 20:14,12/04/2011 20:14,133739,Very Slow,jeresig,jeresig,merged,135a384cf3e4cc3671de4cfcced20f294a5667a8,3d0aa196c5420e7f68b32cee38f0cc740d4959c6,,0,no comments,7,many commits,4,csnover,xavi-|rwaldron|jeresig,30,23,53,many lines,2,some files,src|root,src/offset.js|Makefile,core,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,35,0,no followers,no followers,0,2127,0,no experience,0,0,0,0,First_Pull,True,true,,53208,176,yangjh,closed,shortern constructor reference resolving and prototype wiring,2011-01-11T04:22:14Z,12011,06/04/2011 03:02,,122380,Very Slow,dmethvin,,closed,765496e39a0821442bfe0e9a3fb19ea3898d749b,d9cb69873c0be7cb2f65d24deeb6a01fada0661b,,0,no comments,2,some commits,8,csnover,yangjh|davidmurdoch|dmethvin,7,8,15,some lines,1,1 file,src,src/core.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,35,243,more than 10,has followers,3,2572,5,little experience,3,2,40,60,51% to 75%,False,true,Lyon,54559,177,louisremi,closed,Fix #7974: Keep animations synchronized and cleanup effects.js,2011-01-13T14:56:13Z,12011,12/04/2011 04:33,,127596,Very Slow,jeresig,,closed,012ca579ffe7957bc1ca4b8a3a211c5632e372dd,faa6fe32f72900d7b31000caead2794a8346f6d8,,0,no comments,31,many commits,36,jaubourg,louisremi|davidmurdoch|jeresig,136,92,228,many lines,2,some files,src|src,src/effects.js|src/ajax.js,external,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,35,37,more than 10,has followers,24,1997,0,no experience,0,0,0,0,First_Pull,True,true,Vienna  Austria,55620,182,inukshuk,closed,Fix and test for #7730 and #7885,2011-01-15T13:08:21Z,12011,12/04/2011 04:25,12/04/2011 04:25,124817,Very Slow,jeresig,jeresig,merged,75655e5758bc786989f26a98b09aabbfb88f66fd,d9cb69873c0be7cb2f65d24deeb6a01fada0661b,,3,has comments,1,1 commit,9,xavi-,inukshuk|danbeam|jeresig,31,3,34,many lines,2,some files,src|test/unit,src/offset.js|test/unit/offset.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,36,0,no followers,no followers,0,1802,0,no experience,0,0,0,0,First_Pull,True,true,,57960,192,carpie,closed,Bug 7990:  script space quota exhausted  fix,2011-01-19T23:49:14Z,12011,06/04/2011 03:26,,109717,Very Slow,dmethvin,,closed,4cb63ade5bceae9d0a637a8a5883d4a814277e40,96b00a493522fd3995f0752803da2c13bbf21755,,0,no comments,1,1 commit,20,jaubourg,carpie|dmethvin,20,2,22,many lines,2,some files,src|test/unit,src/core.js|test/unit/core.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,35,1511,more than 10,has followers,34,2381,5,little experience,2,3,60,40,26% to 50%,False,true,Austin  TX,58071,193,SlexAxton,closed,Remove unsafe access to frameElement in event.js - replace with different logic,2011-01-20T03:23:23Z,12011,12/04/2011 04:30,,118207,Very Slow,jeresig,,closed,fdad20b202fe65f5a4d299e82dc28949d54a5e03,64e1cdbb95b8bbefbc9dec70ae30e0714a549619,,0,no comments,2,some commits,5,jeresig,SlexAxton|jeresig,0,6,6,some lines,1,1 file,src,src/event.js,external,true,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,35,115,more than 10,has followers,5,1857,0,no experience,0,0,0,0,First_Pull,True,true,Toronto  Canada,59778,203,gabrielgrant,closed,Bug 4446 - Add selector support to .andSelf(),2011-01-23T19:06:28Z,12011,02/09/2011 14:06,,319439,Very Slow,dmethvin,,closed,4d2126efc6cfc06eb80c8044cbaaaac6e5fbc129,f035c4455fa52f6e2962e40c280ca8b8cecdce1f,,0,no comments,3,some commits,22,,gabrielgrant|timmywil|gnarf|rentalhost|dmethvin,7,4,11,some lines,2,some files,src|test/unit,src/traversing.js|test/unit/traversing.js,core,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,35,313,more than 10,has followers,22,2155,4,little experience,0,4,100,0,First_Pull,True,true,Chattanooga  TN,60395,206,timmywil,closed,#2773 - $.fn.is to accept jQuery and node objects,2011-01-24T21:20:36Z,12011,10/04/2011 20:33,10/04/2011 20:33,109452,Very Slow,jeresig,jeresig,merged,85232c97bf1f129b2bc246cf674dc3d5582aaecb,7705c35b140f378e407c196599cc738bc54c5cec,,0,no comments,4,some commits,12,azatoth,timmywil|staabm|jeresig,53,9,62,many lines,2,some files,test/unit|root,test/unit/traversing.js|.gitignore,external,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,34,243,more than 10,has followers,3,2572,6,Regular,3,3,50,50,26% to 50%,False,true,Lyon,64250,216,louisremi,closed,Fix #8101: use requestAnimationFrame instead of setInterval for animations  when available,2011-01-31T18:28:47Z,12011,10/04/2011 21:32,,99604,Very Slow,jeresig,,closed,3b5cc97609d7eff6595195c048fe0f603444e2ff,e0b1bb8e3d66db4166ac7ee2146903bae7ab1eb9,,0,no comments,8,many commits,2,,louisremi|paulirish|jeresig,19,2,21,many lines,2,some files,src|src,src/support.js|src/effects.js,external,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,34,313,more than 10,has followers,22,2155,6,Regular,1,5,83,16,25%,False,true,Chattanooga  TN,68079,223,timmywil,closed,Matching $.sub internals to new name  added some spacing for coding style guidelines,2011-02-07T00:43:39Z,22011,12/04/2011 20:07,12/04/2011 20:07,93383,Very Slow,jeresig,jeresig,merged,82626799cacef94a1b35d0a0b4d284b38104704b,d6fbbe1080fdcaf8eb22753eddf000aeb7d99545,,0,no comments,1,1 commit,7,jaubourg,timmywil|jeresig,27,29,56,many lines,3,some files,src|src|src,src/core.js|src/css.js|src/event.js,external,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,34,17,more than 10,has followers,3,2163,2,little experience,0,2,100,0,First_Pull,True,true,Florida,68550,226,davidmurdoch,closed,Bug 8203,2011-02-07T20:48:43Z,22011,31/03/2011 01:47,,73798,Very Slow,dmethvin,,closed,677e40849970ed391e899b58e8e06fce2003d9b5,e405419fb796030f7fee2bb8372eca158f85d849,,0,no comments,5,many commits,78,jitter,davidmurdoch|rwaldron|dmethvin|jeresig|jdalton,783,14866,15649,many lines,61,many files,root|root|build|src|src/ajax|src|src|src|src|src|src|src|src|src|src|test/data|test/data|test/data|test/data/offset|test/data/offset|test/data/offset|test/data/offset|test/data/offset|test/data/offset|test/data/offset|test/data|test/data|test|test|test|test/otherlibs/jquery/1.2.1|test/otherlibs/jquery/1.2.3|test/otherlibs/mootools/1.11|test/otherlibs/prototype/1.6.0.2|test/otherlibs/scriptaculous/1.7.0|test/otherlibs/scriptaculous/1.7.0|test/otherlibs/scriptaculous/1.7.0|test/otherlibs/scriptaculous/1.7.0|test/otherlibs/scriptaculous/1.7.0|test/otherlibs/scriptaculous/1.7.0|test/otherlibs/scriptaculous/1.7.0|test/otherlibs/scriptaculous/1.8.1|test/otherlibs/scriptaculous/1.8.1|test/otherlibs/scriptaculous/1.8.1|test/otherlibs/scriptaculous/1.8.1|test/otherlibs/scriptaculous/1.8.1|test/otherlibs/scriptaculous/1.8.1|test/otherlibs/scriptaculous/1.8.1|test/otherlibs/scriptaculous/1.8.1|test|test|test|test/unit|test/unit|test/unit|test/unit|test/unit|test/unit|test/unit|test/unit|src,.c9settings.xml|Makefile|build/post-compile.js|src/ajax.js|src/ajax/xhr.js|src/attributes.js|src/core.js|src/css.js|src/data.js|src/effects.js|src/event.js|src/manipulation.js|src/outro.js|src/support.js|src/traversing.js|test/data/css.php|test/data/headers.php|test/data/json_assigned_obj.js|test/data/offset/absolute.html|test/data/offset/body.html|test/data/offset/fixed.html|test/data/offset/relative.html|test/data/offset/scroll.html|test/data/offset/static.html|test/data/offset/table.html|test/data/readywaitasset.js|test/data/readywaitloader.js|test/delegatetest.html|test/index.html|test/localfile.html|test/otherlibs/jquery/1.2.1/jquery.js|test/otherlibs/jquery/1.2.3/jquery.js|test/otherlibs/mootools/1.11/mootools.js|test/otherlibs/prototype/1.6.0.2/prototype.js|test/otherlibs/scriptaculous/1.7.0/builder.js|test/otherlibs/scriptaculous/1.7.0/controls.js|test/otherlibs/scriptaculous/1.7.0/dragdrop.js|test/otherlibs/scriptaculous/1.7.0/effects.js|test/otherlibs/scriptaculous/1.7.0/scriptaculous.js|test/otherlibs/scriptaculous/1.7.0/slider.js|test/otherlibs/scriptaculous/1.7.0/unittest.js|test/otherlibs/scriptaculous/1.8.1/builder.js|test/otherlibs/scriptaculous/1.8.1/controls.js|test/otherlibs/scriptaculous/1.8.1/dragdrop.js|test/otherlibs/scriptaculous/1.8.1/effects.js|test/otherlibs/scriptaculous/1.8.1/scriptaculous.js|test/otherlibs/scriptaculous/1.8.1/slider.js|test/otherlibs/scriptaculous/1.8.1/sound.js|test/otherlibs/scriptaculous/1.8.1/unittest.js|test/polluted.php|test/readywait.html|test/test.js|test/unit/ajax.js|test/unit/attributes.js|test/unit/core.js|test/unit/data.js|test/unit/effects.js|test/unit/event.js|test/unit/selector.js|test/unit/traversing.js|src/offset.js,core,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,33,46,more than 10,has followers,27,2215,0,no experience,0,0,0,0,First_Pull,True,true,Burlingame  CA,70981,228,dominicbarnes,closed,Adding classList support to the various class manipulation methods,2011-02-10T21:48:30Z,22011,12/04/2011 19:56,,87787,Very Slow,jeresig,,closed,caf7ee83868fda967bce1120c993eda15da71c3c,78fc79fad47ce2991c0a7148b65acd7221223eb9,,3,has comments,1,1 commit,2,dominicbarnes,dominicbarnes|louisremi|sindresorhus|paulirish|rwaldron|jeresig,46,21,67,many lines,1,1 file,src,src/attributes.js,external,true,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,33,9,7 to 10 followers,has followers,0,1968,0,no experience,0,0,0,0,First_Pull,True,true,San Francisco  CA,72982,231,daguej,closed,Fix for #8272 - Exceptions in plain JS object event handlers swallowed by jQuery,2011-02-14T15:16:16Z,22011,12/04/2011 19:52,,82416,Very Slow,jeresig,,closed,3b270d0357efb79927c90795d09f4d7d11cb7ef2,659773348f1fca0fb609f92271013f2a087f3247,,0,no comments,1,1 commit,5,jitter,daguej|timmywil|dmethvin|jeresig,7,8,15,some lines,1,1 file,src,src/event.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,33,1511,more than 10,has followers,34,2381,7,Regular,3,4,57,42,26% to 50%,False,true,Austin  TX,73085,232,SlexAxton,closed,Force jQuery to work on the same frame´s window. Another approach to fixing #8018,2011-02-14T17:53:18Z,22011,12/04/2011 04:44,,81351,Very Slow,jeresig,,closed,8ddede77e83fd33eef99f5a0b0fa45e0855d60cc,bb9408516aa0fc8892f4e07a99b1a47bce06081b,,3,has comments,1,1 commit,4,jitter,SlexAxton|timmywil|dmethvin|jeresig|louisremi,1,1,2,some lines,1,1 file,src,src/event.js,external,true,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,32,243,more than 10,has followers,3,2572,7,Regular,3,4,57,42,26% to 50%,False,true,Lyon,79211,243,louisremi,closed,Fix 8346 ( jQuery.css() incompatible with vendor prefixed properties in IE9 ),2011-02-23T14:57:00Z,22011,30/03/2011 18:57,30/03/2011 18:57,50640,Very Slow,jeresig,jeresig,merged,e27fcf42ce152ede15c8617bb5d31dfb2088470c,3663836b0180f3a73d96ec234d5d7010e5652a4b,,0,no comments,2,some commits,4,jboesch,louisremi|jeresig,2,1,3,some lines,1,1 file,src,src/css.js,external,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,32,15,more than 10,has followers,1,2256,0,no experience,0,0,0,0,First_Pull,True,true,Seattle  WA,80533,246,murz,closed,Fix for bug 8316 (offset setter for fixed position elements in Webkit),2011-02-25T01:46:31Z,22011,24/03/2011 23:02,,40156,Very Slow,jeresig,,closed,da494a64c46ea40977295cb4acbd004c2d5bcb86,71bd828d9f975fb1047b9fa2a78949cafd8006ac,,0,no comments,4,some commits,3,jboesch,murz|jeresig,47,3,50,many lines,3,some files,test/unit|test/data/offset|src,test/unit/offset.js|test/data/offset/bug_8316.html|src/offset.js,core,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,32,5,4 to 6 followers,has followers,5,1763,1,little experience,0,1,100,0,First_Pull,True,true,,81286,248,cmcnulty,closed,Fix 6782 - Optimize regex for innerHTML to allow more html snippets to use faster method,2011-02-25T23:24:43Z,22011,22/09/2011 03:21,22/09/2011 03:21,299756,Very Slow,dmethvin,dmethvin,merged,2746d7f29976462499fa98181986f47c75258c94,f035c4455fa52f6e2962e40c280ca8b8cecdce1f,,0,no comments,4,some commits,7,yeikos,cmcnulty|dmethvin|timmywil,12,2,14,some lines,2,some files,test/unit|src,test/unit/manipulation.js|src/manipulation.js,external,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,32,3,1 to 3 followers,has followers,5,1827,0,no experience,0,0,0,0,First_Pull,True,false,Newton  MA,81573,249,jasonhansel,closed,Fix a small grammar mistake in core.js,2011-02-26T15:59:19Z,22011,06/04/2011 02:58,,55378,Very Slow,dmethvin,,closed,1108bd921c90920d003710f4b7a00cff3cb00933,71bd828d9f975fb1047b9fa2a78949cafd8006ac,,0,no comments,1,1 commit,12,jaubourg,jasonhansel|louisremi|dmethvin,1,1,2,some lines,1,1 file,src,src/core.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,32,32,more than 10,has followers,2,2534,2,little experience,0,2,100,0,First_Pull,True,true,Regina  SK  Canada,82087,252,jboesch,closed,Bug 2616 - jQuery.map with object support,2011-02-27T18:52:39Z,22011,05/04/2011 07:52,,52619,Very Slow,danheberden,,closed,c8a887af066a62840ec1910604ddb7e0c38728e8,71bd828d9f975fb1047b9fa2a78949cafd8006ac,,0,no comments,1,1 commit,14,jaubourg,jboesch|danheberden,27,15,42,many lines,2,some files,src|test/unit,src/core.js|test/unit/core.js,core,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,31,243,more than 10,has followers,3,2572,9,Regular,4,5,55,44,26% to 50%,False,true,Lyon,82559,255,louisremi,closed,Fix 8402: jQuery.cssProps is useless in all browsers but IE6/7/8,2011-02-28T15:10:05Z,22011,12/04/2011 04:09,,61258,Very Slow,jeresig,,closed,9b344ead1917feeb82b0d51edbd126f1e48cabbc,56ffad2dad138293c132e6ad353111bd2d1f1239,,3,has comments,7,many commits,0,danheberden,louisremi|rwaldron|jeresig,26,8,34,many lines,4,some files,src/sizzle|test/qunit|test/unit|root,src/sizzle/test.test|test/qunit/test.test|test/unit/css.js|.gitignore,external,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,31,243,more than 10,has followers,3,2572,10,Regular,4,6,60,40,26% to 50%,False,true,Lyon,82985,256,louisremi,closed,Fix #8403 & #8401: jQuery  bulldozes  other IE filters when setting opacity,2011-03-01T00:07:10Z,32011,12/04/2011 04:36,12/04/2011 04:36,60749,Very Slow,jeresig,jeresig,merged,581fa824200448361be534680a920d8144476aa7,71bd828d9f975fb1047b9fa2a78949cafd8006ac,,0,no comments,6,many commits,10,jboesch,louisremi|rwaldron|jeresig,9,5,14,some lines,3,some files,src|test/unit|test/data,src/css.js|test/unit/css.js|test/data/testsuite.css,external,false,false,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,32,350,more than 10,has followers,0,2221,22,very experienced,4,18,81,18,25%,False,true,Columbia  MD,86274,260,dmethvin,closed,Fix 7340 focusin focusout bubble,2011-03-05T02:17:52Z,32011,21/03/2011 14:56,21/03/2011 14:56,23798,Very Slow,jeresig,jeresig,merged,55ec6a71d2378a5301af71c2c0080e15289c3f78,2d0bc7ce72ab8d64da0506a88c8cc543ce3ceaba,,0,no comments,1,1 commit,4,,dmethvin|jeresig,48,9,57,many lines,2,some files,src|test/unit,src/event.js|test/unit/event.js,external,false,true,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,32,10,7 to 10 followers,has followers,8,1907,0,no experience,0,0,0,0,First_Pull,True,true,Porto Alegre RS - Brasil,87592,263,coisa,closed,RegExp test inArray,2011-03-07T18:07:38Z,32011,10/04/2011 20:09,,49082,Very Slow,dmethvin,,closed,742851bc4de709149331ad81ebec40d9fc7cb1ae,6c124d3dd47fb399c7512c5c3b3420e438c32b65,,3,has comments,1,1 commit,3,jaubourg,coisa|jboesch|rwaldron|dmethvin,9,0,9,some lines,1,1 file,src,src/core.js,external,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,32,7,7 to 10 followers,has followers,3,1946,1,little experience,1,0,0,100,more than 75%,False,true,Washington  DC,87726,264,fracmak,closed,#7587 - $.parseJSON huge performance optimization by skipping regex,2011-03-07T21:11:49Z,32011,05/04/2011 15:53,,41441,Very Slow,danheberden,,closed,bab0d0d41d8996341babe9ab6f2e5417a1d2e5ef,6c124d3dd47fb399c7512c5c3b3420e438c32b65,,0,no comments,3,some commits,4,jaubourg,fracmak|jboesch|rwaldron|danheberden,9,7,16,some lines,1,1 file,src,src/core.js,core,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,32,350,more than 10,has followers,0,2221,23,very experienced,5,18,78,21,25%,False,true,Columbia  MD,89860,266,dmethvin,closed,Fix 8456 - null parent stops mouseenter,2011-03-10T03:40:57Z,32011,21/03/2011 14:56,21/03/2011 14:56,16515,Very Slow,jeresig,jeresig,merged,2ac4067a639856a6035c3bd00aab132c9714b52d,6c124d3dd47fb399c7512c5c3b3420e438c32b65,,0,no comments,1,1 commit,4,dmethvin,dmethvin|jeresig,15,1,16,some lines,2,some files,src|test/unit,src/event.js|test/unit/event.js,external,false,true,many contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,32,1,1 to 3 followers,has followers,0,2089,0,no experience,0,0,0,0,First_Pull,True,false,,90610,268,JessThrysoee,closed,Make it possible to force the Ajax crossDomain option to false.,2011-03-10T23:21:32Z,32011,31/03/2011 02:04,31/03/2011 02:04,28963,Very Slow,dmethvin,dmethvin,merged,11c26b3cc9bf84f93d34f45056d29a446baeb6c9,6c124d3dd47fb399c7512c5c3b3420e438c32b65,,2,has comments,2,some commits,1,,JessThrysoee|dmethvin|jaubourg,1,1,2,some lines,1,1 file,src,src/ajax.js,core,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,32,14,more than 10,has followers,2,2126,0,no experience,0,0,0,0,First_Pull,True,false,Cape Town  South Africa,91987,270,qix,closed,Minor change to jQuery.merge to allow multiple arguments (a la jQuery.extend),2011-03-13T10:32:53Z,32011,30/03/2011 21:54,,25161,Very Slow,dmethvin,,closed,41f37deeed07ef02c357ca9525dcd73e6c1dbce7,6c124d3dd47fb399c7512c5c3b3420e438c32b65,,0,no comments,3,some commits,5,jaubourg,qix|rwaldron|dmethvin,7,1,8,some lines,2,some files,test/unit|src,test/unit/core.js|src/core.js,core,false,false,no contribution
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,32,32,more than 10,has followers,7,2247,3,little experience,1,2,66,33,26% to 50%,False,true,Lund,92321,271,azatoth,closed,Syncronus slots,2011-03-14T02:54:58Z,32011,16/04/2011 23:48,,48773,Very Slow,jeresig,,closed,0e266472fffae19a12eb93ea5e54c1c8c6281bdd,6c124d3dd47fb399c7512c5c3b3420e438c32b65,,0,no comments,1,1 commit,1,,azatoth|jeresig,208,23,231,many lines,2,some files,src|test,src/effects.js|test/slots.html,external,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,32,32,more than 10,has followers,7,2247,4,little experience,1,3,75,25,25%,False,true,Lund,92973,272,azatoth,closed,unit test for Ticket 4427,2011-03-14T21:47:28Z,32011,12/04/2011 04:17,,40709,Very Slow,jeresig,,closed,e6b78c402e02116180da0ca66443bce9c77d55df,6c124d3dd47fb399c7512c5c3b3420e438c32b65,,5,has comments,1,1 commit,0,,azatoth|jeresig|rwaldron,19,0,19,some lines,2,some files,test/data|test/unit,test/data/testsuite.css|test/unit/css.js,external,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,31,32,more than 10,has followers,7,2247,5,little experience,1,4,80,20,25%,False,true,Lund,93087,273,azatoth,closed,Ticket 7157,2011-03-14T23:54:14Z,32011,10/04/2011 19:54,,38640,Very Slow,dmethvin,,closed,ce3fc14ca4e5b2950a9df51d213b4f665ee11080,6c124d3dd47fb399c7512c5c3b3420e438c32b65,,0,no comments,1,1 commit,0,,azatoth|dmethvin,11,0,11,some lines,1,1 file,test/unit,test/unit/effects.js,external,false,false,some contributions
jquery/jquery,2457,35652,35652,JavaScript,8917,150,3014,true,31,32,more than 10,has followers,7,2247,7,Regular,2,5,71,28,26% to 50%,False,true,Lund,94007,276,azatoth,closed,Dont reminify unless needed,2011-03-16T00:46:32Z,32011,30/03/2011 19:25,30/03/2011 19:25,21279,Very Slow,jeresig,jeresig,merged,07392bb090c1aa378a71ee6c3bb0f08c72fe86f6,7705c35b140f378e407c196599cc738bc54c5cec,,0,no comments,2,some commits,4,azatoth,azatoth|jeresig,2,2,4,some lines,1,1 file,root,Makefile,external,false,false,many contributions
